Sample_ID,class,miR-30a-5p,miR-429,miR-519a-3p,miR-212-3p,miR-542-5p,miR-329-3p,miR-424-3p,miR-216a-3p,miR-128-3p,miR-20b-5p,miR-20a-5p,miR-410-3p,miR-335-3p,miR-339-3p,miR-205-5p,miR-210-3p,miR-92b-3p,miR-216a-5p,miR-216b-5p,miR-124-3p,miR-23c,miR-124-5p,miR-6727-5p,miR-1251-3p,miR-22-3p,miR-216b-3p,miR-4423-5p,miR-4423-3p,miR-222-3p,miR-5010-3p,miR-219a-1-3p,miR-4324,miR-217,miR-320e,miR-6738-5p,miR-92a-3p,miR-200b-3p,miR-141-3p,miR-141-5p,miR-195-3p,miR-34c-5p,miR-1915-3p,miR-375,miR-139-5p,miR-30a-3p,miR-15b-3p,miR-17-3p,miR-17-5p,miR-6516-3p,miR-6516-5p,miR-182-5p,miR-7-2-3p,miR-200c-3p,miR-139-3p,miR-34c-3p,miR-200a-5p,miR-200a-3p,miR-1307-5p,miR-19b-3p,miR-130b-5p,miR-346,miR-138-5p,miR-19b-1-5p,miR-769-5p,miR-19a-3p,miR-34a-5p,miR-34b-3p,miR-34b-5p,miR-135a-5p,miR-132-3p,miR-1237-5p,miR-328-3p,miR-491-5p,miR-676-3p,miR-29a-3p,miR-1180-3p,miR-3182,miR-106b-5p,miR-106b-3p,miR-101-5p,miR-101-3p,miR-873-5p,miR-96-5p,miR-301b,miR-30c-5p,miR-30c-2-3p,miR-887-3p,miR-4705,miR-93-3p,miR-93-5p,miR-30b-5p,miR-4636,miR-31-5p,miR-487a-3p,miR-183-5p,miR-3180-3p,miR-2681-3p,miR-488-5p,miR-25-3p,miR-25-5p
112-7316-2667_1,LGAT,24181,22,1,216,443,1982,325,0,52946,5314,6308,1404,19,107,14,423,9758,4,1,1301,293,145,3189,0,34802,0,1,5,4710,42,6,3305,11,1462,136,15485,125,51,4,238,96,623,1,1116,2009,94,982,8737,87,338,975,67,24,30,7,6,164,266,27755,657,455,5340,90,390,6829,25914,102,188,115,2139,2301,5368,573,11,70059,229,112,11690,559,351,12348,4,1646,478,51202,199,291,232,436,10337,41888,107,78,698,512,45,47,290,8307,58
112-7316-475_1,LGAT,21331,42,42,259,496,1112,520,30,35565,3652,3798,860,36,107,31,688,17503,45,43,249,418,39,1253,37,37767,33,29,37,17168,59,32,3323,41,1126,99,14661,128,100,48,147,136,147,29,2360,1803,103,694,5522,111,274,76,52,50,102,37,49,150,204,18125,504,508,18853,92,380,4252,19191,250,187,59,1983,2445,4402,481,46,66302,350,125,7090,346,391,11192,35,78,370,40502,198,141,370,238,6281,33263,88,1003,366,47,49,104,196,5636,47
112-7316-487_1,LGAT,17752,12,0,441,336,1052,438,2,24508,4818,7819,861,21,104,4,753,15180,27,2,1146,705,56,6487,0,37352,0,1,3,79540,38,9,5483,28,1849,559,22511,35,42,4,71,91,817,0,261,1329,124,1266,9327,102,298,66,18,38,11,14,11,46,306,27819,653,457,5425,103,363,7828,13506,280,138,75,3705,6780,3714,349,16,84288,494,77,9050,494,406,13380,17,43,279,33608,148,94,380,262,7966,34019,82,553,429,27,49,72,107,9075,32
112-7316-1760_1,LGAT,21742,30,16,119,95,962,167,4,3043,2895,3406,902,24,110,13,618,24844,113,13,55,1257,17,2921,11,25577,11,26,52,88131,25,19,4588,109,1284,195,18499,164,231,6,113,180,746,9,511,1609,119,625,4429,96,318,47,19,168,18,21,17,200,334,14851,280,177,59,63,333,3896,31661,495,561,1020,1042,8356,3071,170,16,36854,592,103,6718,399,229,10083,5,32,93,40310,136,212,84,125,4262,28449,29,5820,414,18,247,26,131,6178,21
112-7316-2174_1,LGAT,25172,15,5,194,52,2869,72,0,98108,1996,3010,2004,5,141,5,960,13583,5,7,236270,658,888,1234,1,30434,0,6,2,1786,40,2,3237,10,2592,183,10124,83,117,3,183,99,164,63,882,2165,32,654,3501,49,120,11,35,87,28,12,4,114,258,14375,295,287,6446,59,794,3565,5464,179,88,445,2957,2349,4601,594,5,50972,500,26,6834,301,1128,31636,14,44,179,55188,193,210,312,237,4368,36729,5,1614,632,7,39,87,117,5260,30
112-7316-441_1,LGAT,23102,35,5,148,240,581,243,3,21542,3667,5368,685,14,61,7,720,21141,25,3,4115,401,36,3820,0,71870,0,5,9,48624,44,5,2952,28,1145,233,15219,95,74,2,183,745,569,31,1457,1891,122,593,6376,54,209,74,9,46,51,71,4,135,172,17503,290,759,12485,61,324,4578,23353,229,408,50,1146,5775,3156,413,8,59118,514,55,7459,322,380,13198,1,69,230,43640,186,155,275,191,6990,27600,27,774,215,27,117,54,86,7193,9
112-7316-936_1,LGAT,24845,21,5,191,92,195,158,0,6235,2572,4387,290,14,113,74,547,13950,68,16,469,816,17,5783,9,117592,0,13,39,70961,41,6,4030,73,952,291,10041,290,150,6,173,137,1138,24,886,1753,193,606,5527,82,311,129,25,78,17,10,13,253,441,13307,209,285,2021,40,375,3623,40070,392,400,1297,1121,12751,4391,590,11,64323,928,148,7377,366,314,14001,12,124,65,52137,186,351,22,234,6934,23289,9,1278,35,38,243,9,85,7279,30
112-7316-938_1,LGAT,22261,10,1,233,67,612,130,3,35735,2991,4102,840,26,86,18,1262,9419,61,28,1583,372,63,2436,3,41423,3,6,10,12575,29,7,4729,48,1421,129,10729,38,82,4,110,1051,253,8,1055,1796,91,504,5237,68,224,84,17,53,37,156,6,60,198,15177,260,176,10877,39,343,3514,37110,281,585,5,2186,4445,4170,637,9,87996,377,52,8107,362,496,16546,4,75,116,42657,188,151,344,184,6453,31223,83,692,445,30,117,76,119,8053,31
112-7316-946_1,LGAT,19886,35,3,262,386,685,376,1,26972,2874,4019,686,20,78,3,572,15458,18,9,440,472,14,5232,6,65250,2,18,50,30748,29,7,3515,20,1332,419,11100,124,72,0,149,311,591,4,1285,1654,84,548,5163,60,355,26,9,42,63,48,9,129,238,15036,333,732,13131,43,391,3891,22927,220,252,214,2093,11956,3422,432,10,57281,495,200,7110,305,273,11291,1,43,196,39164,134,165,219,244,6742,25721,46,772,284,20,169,65,150,6027,27
112-7316-2193_1,LGAT,18258,6,2,185,184,609,205,1,18676,2608,3923,606,23,59,13,323,12818,47,13,144,463,13,2053,2,36172,0,6,8,69302,23,1,4506,28,958,113,11936,53,29,3,133,180,262,5,488,1587,61,507,4878,39,209,66,14,36,28,25,6,56,203,15032,321,352,4082,54,266,3444,17669,238,232,78,1472,3271,2988,307,15,57417,393,37,6211,261,308,11994,1,33,155,34908,140,52,214,168,4924,24906,35,704,272,9,80,36,105,6208,16
112-7316-2900_1,LGAT,26012,13,6,198,91,815,112,0,15984,3555,6294,611,7,60,12,834,24882,68,22,11521,254,97,3999,8,36625,1,21,66,5028,30,7,3245,53,1814,182,18946,132,152,8,170,252,277,20,997,2307,55,764,6867,35,172,97,19,109,27,31,5,159,162,22532,287,390,5088,64,263,6401,16229,164,212,543,1816,3699,3709,312,3,69834,730,36,6656,342,656,19665,34,100,169,52302,230,209,117,207,6511,27035,34,3254,283,39,53,29,52,8118,22
112-7316-869_1,LGAT,20265,16,3,154,110,629,125,0,30226,2632,4330,923,23,80,13,458,8799,25,7,17629,216,79,2486,0,40224,0,16,22,6322,48,7,1456,27,1183,210,9478,77,52,2,100,314,296,7,1928,1905,44,516,4885,38,196,120,21,37,60,35,2,98,157,14921,219,541,6599,53,291,3686,24841,104,170,80,1206,4082,3463,408,7,59727,306,67,6656,340,382,10518,6,163,199,39803,205,162,208,170,5756,26156,34,831,293,46,71,40,86,6161,16
112-7316-9_1,LGAT,6041,9,4,139,161,346,147,0,8107,1891,2041,285,3,56,2,553,2970,4,0,910,34,18,5928,0,17599,0,5,5,6993,9,2,328,8,848,782,6375,26,18,3,48,89,826,1,479,449,35,340,3513,26,161,49,6,10,36,18,7,45,82,8458,280,133,3773,29,76,1891,9503,77,40,1,812,15200,1105,164,5,22270,74,13,5678,290,139,2987,4,39,85,10421,44,46,138,114,4999,10567,19,517,185,23,213,36,37,5364,19
112-7316-167_1,LGAT,13,0,0,0,0,1,1,0,45,4,7,0,0,0,0,0,26,0,0,69,0,0,9,0,68,0,0,0,30,0,0,1,0,0,0,11,1,1,0,0,0,2,1,13,2,0,1,7,0,0,0,0,1,0,0,0,0,1,9,0,1,21,0,2,1,27,0,0,0,2,3,4,1,0,53,2,0,3,1,1,5,2,0,0,45,0,0,0,0,9,27,0,3,3,0,0,0,0,2,0
112-7316-2167_1,LGAT,30432,18,0,233,200,850,225,1,20429,2153,2655,853,6,101,11,291,26200,4,3,1004,168,33,1453,0,54198,0,27,45,21872,38,3,1243,16,1186,85,10462,90,82,3,147,201,141,0,682,3273,39,557,3544,57,333,8,8,54,31,31,5,162,217,13895,323,729,9132,57,317,3200,35542,113,143,41,2107,3295,4559,438,9,72787,524,27,5742,259,531,10646,6,10,205,62878,314,357,103,211,5456,36712,42,1327,313,4,62,13,189,5558,10
112-7316-3068_1,LGAT,7645,4,3,48,56,303,113,1,8742,2588,5957,238,7,63,10,493,7291,4,0,8084,24,49,4540,4,32470,0,24,7,4200,30,12,892,28,1412,555,9937,10,32,0,87,146,491,2,517,1173,79,541,6354,84,1199,470,7,7,73,5,7,23,161,13888,199,268,3212,31,302,3822,12965,91,55,4,463,8459,3424,385,1,24785,430,24,6515,321,304,6413,22,344,60,14386,149,162,61,169,6777,11200,15,379,77,140,239,27,57,7772,30
112-7316-32_1,LGAT,14567,32,8,155,287,673,216,0,15970,2784,4920,470,6,102,3,563,19023,45,13,1307,121,30,4405,1,57399,1,11,18,7116,57,9,1617,14,1308,245,13462,106,114,1,135,420,666,13,12324,1288,58,852,6108,106,681,116,17,72,496,51,5,158,249,19914,320,632,34326,81,431,5494,17989,80,145,149,1464,3373,4365,391,9,68680,729,84,7377,419,388,9094,29,106,264,30138,125,264,212,276,8693,40657,52,1058,374,41,105,75,242,6959,42
112-7316-891_1,LGAT,23658,0,3,789,599,966,513,3,35618,2236,6597,996,6,302,8,10631,20660,16,0,1694,25,63,1544,1,72017,0,1,2,29646,48,10,1141,24,57,55,18565,16,47,3,198,180,147,1,3109,2329,9,1200,7403,5,1310,57,7,46,129,29,5,56,778,17445,280,763,15771,106,529,1005,51384,59,28,0,5741,1518,7041,1235,3,58061,587,6,9126,548,461,938,1,9,240,43884,293,285,35,351,10317,22868,15,772,603,15,44,49,220,8222,29
112-7316-875_1,LGAT,14944,4,0,716,115,4562,197,2,71307,2599,10386,3304,10,380,10,1136,35135,3,2,160223,25,456,2812,5,69436,2,5,11,33549,90,6,978,8,60,127,20499,34,140,2,152,1123,455,139,24978,1434,8,1151,12424,9,451,113,56,131,747,73,10,137,673,17793,132,689,36531,67,1895,1219,8434,100,201,32,10181,6048,9071,1639,11,45225,1320,5,8326,513,452,1092,1420,28,144,34442,131,809,4,303,12532,15523,4,1026,1632,50,84,25,272,9120,14
112-7316-2729_1,LGAT,27393,1,1,390,998,827,1004,0,33376,3189,9805,657,12,481,8,3237,42065,41,0,1841,32,78,1224,3,83081,1,2,10,125314,39,27,1422,33,64,43,24986,24,103,3,157,495,99,0,765,2508,2,1767,11162,9,1296,36,9,65,33,62,2,67,880,22083,259,1342,23964,117,681,1407,58434,46,88,0,3092,1666,8780,1000,6,79767,867,1,10588,618,403,646,2,13,170,51854,291,373,26,395,13178,34417,21,4446,480,12,29,46,231,8726,47
112-7316-350_1,LGAT,12974,1,0,228,583,725,934,0,8070,6181,7313,889,16,414,24,665,22878,14,4,496,25,7,1472,0,76272,0,5,29,255464,32,7,1862,18,44,44,24337,20,74,1,202,429,207,2,1926,1165,7,1341,9367,23,1965,72,23,74,67,62,12,34,666,18723,155,365,1110,80,472,822,69544,56,71,2,2986,4920,4507,598,11,36987,571,0,7724,790,239,807,6,12,85,30168,112,337,7,213,8332,20009,5,3461,693,28,74,13,111,8704,41
112-7316-897_1,Medulloblastoma,7658,0,2,48,7,2298,7,129,5422,2227,3798,1411,6,86,3,764,2553,14765,8308,55013,148,397,620,11,3574,100,1,0,310,20,5,7116,6766,830,43,6940,5,36,1,67,153,61,10,2562,234,36,847,4819,61,239,18,130,25,53,8,1,12,118,22643,533,21,406,126,189,6897,1415,62,57,1536,419,1145,964,389,1,4672,461,7,14971,591,1074,19504,1376,35,408,27973,48,73,37,465,9712,30151,2,36,736,14,13,10,68,12679,49
112-7316-333_2,Medulloblastoma,17471,6,5,143,12,251,43,1039,4941,37529,107300,201,11,181,1,3150,40315,124794,50707,36341,290,384,4001,1,9727,590,4,2,2166,24,3,755,33903,1899,246,155611,83,36,2,354,125,416,40,211,751,622,9333,98325,156,640,23,135,11,11,14,4,50,133,211661,1578,29,66,1231,553,49267,1964,109,51,78,1447,4867,1194,205,40,10159,126,6,58517,2096,1256,35867,188,33,890,47564,82,182,30,1769,65987,42161,1,28,118,6,80,4,36,64722,244
112-7316-3023_3,Medulloblastoma,13377,6,9,74,6,101,17,613,7835,31365,84842,93,32,218,2,1702,30787,76244,41642,79041,372,870,6944,11,5978,515,3,8,703,27,37,1848,25606,2314,319,104049,46,41,1,375,54,611,627,132,186,552,6214,77651,175,829,161,36,24,12,16,8,42,173,160997,2688,135,291,1071,897,51865,664,113,23,407,919,8637,882,319,52,11064,157,10,79546,3153,1825,35833,21,187,1614,40064,34,266,15,2059,84170,45186,2,64,22,69,187,5,48,117362,567
112-7316-378_1,Medulloblastoma,16044,59,9,193,221,14,180,478,21789,19937,28978,21,9,379,6,3045,14096,44115,32099,235856,264,977,5209,2,13985,397,8,7,2064,88,31,1223,18863,2774,372,52685,126,80,8,20,2042,619,369923,7937,306,679,4569,44739,241,1109,122964,12,60,296,159,7,163,432,101650,3234,23,4519,447,409,38022,5906,369,533,839,4003,6401,1439,478,22,12965,3781,17,120199,4709,1498,32859,114,204196,7474,50012,70,135,19,3258,105650,59082,12,788,21,87070,160,14,20,137556,371
112-7316-179_1,Medulloblastoma,7028,11,0,128,45,307,72,2,7404,10246,20681,174,3,71,0,4256,11450,32,29,288,179,6,7493,2,14855,0,25,21,27958,15,17,63,24,1464,788,40300,92,48,8,90,154,3904,43,2452,194,280,2459,20576,96,458,259,13,30,93,13,8,37,102,60246,774,9,115,280,347,15186,4375,204,69,3,949,17710,1871,324,10,75885,211,14,15483,847,525,13969,1172,295,121,22153,29,41,1,568,18267,22775,4,16,72,127,408,4,0,15866,87
112-7316-178_1,Medulloblastoma,20513,6,3,116,9,137,58,560,5706,42596,94725,143,22,110,5,1841,37222,52613,27974,19567,178,173,4252,5,9399,384,1,0,1157,29,7,1209,14821,3218,211,136797,26,41,1,315,135,623,56,214,1356,315,9391,95186,201,956,24,4,18,6,13,7,12,188,165846,2932,22,87,939,641,61045,3402,248,45,4254,1119,11407,1172,165,6,7655,567,4,66142,3509,1013,18080,0,46,2838,49862,136,374,1,2068,79961,32263,2,12,39,16,155,1,32,82789,191
112-7316-347_1,Medulloblastoma,7142,0,1,51,17,322,20,171,4913,7639,17451,174,4,103,1,818,6951,18096,10425,51711,56,651,2969,4,7240,132,0,0,940,21,14,2685,7710,829,387,29209,11,49,3,88,145,302,29,1505,409,118,1978,18373,217,1198,137,7,18,41,21,9,12,109,49674,1737,22,565,298,202,15979,1497,62,30,1076,600,3744,1056,475,3,2695,497,3,26906,1293,833,11798,2386,215,656,20653,41,19,83,843,29662,14610,5,51,83,53,96,22,12,31092,204
112-7316-302_1,Medulloblastoma,9218,0,0,101,35,9,63,485,15639,8607,18255,5,4,503,1,2441,7033,56625,38820,404301,114,1990,2272,2,15590,390,3,4,1125,33,7,647,32282,762,121,29011,4,125,2,10,70,314,7940,3542,273,128,1878,21589,111,488,122057,12,61,100,10,1,8,193,50456,551,10,5109,231,173,13792,969,72,16,138,2023,4144,1527,476,12,16477,1808,1,41578,1233,1579,24279,688,220905,476,28061,32,13,12,915,45889,63334,1,362,8,67879,159,1,62,45790,112
112-7316-358_1,Medulloblastoma,13219,4,8,148,30,135,47,149,22791,19552,37537,103,7,73,1,2976,12742,13377,8659,29366,154,258,2431,9,14059,113,5,10,1421,30,6,1816,6352,1471,206,57385,14,42,2,57,3645,208,354,2329,640,300,4241,47500,172,923,891,21,27,52,310,4,23,213,91046,1263,27,6053,383,533,28809,13376,302,928,418,1565,3816,1239,750,8,7444,609,6,34139,1462,770,13226,1055,1440,1860,32422,66,56,17,899,43103,42332,11,127,61,535,85,7,19,31281,79
112-7316-922_1,Medulloblastoma,10758,1,6,105,29,315,91,405,3401,23188,52132,256,8,47,4,2273,21859,38958,23768,7388,82,234,7319,0,24923,327,3,2,5600,14,44,550,13581,1612,232,76363,23,40,1,302,73,771,3,478,620,307,5571,47860,59,235,146,12,26,11,11,1,24,107,100124,1785,12,180,696,344,34084,5328,88,27,51,994,6859,1408,95,6,10054,153,7,29829,1675,337,9182,18,136,666,24140,80,109,36,1062,37001,15203,4,41,104,54,93,6,6,39891,225
112-7316-153_1,Medulloblastoma,6985,1,1,119,18,41,42,18,7860,20859,38392,54,9,65,16,3188,13352,1451,792,17383,536,349,11171,1,7163,20,2,0,865,53,9,1249,692,2890,448,55466,3,23,5,85,58,1422,457,456,119,301,3648,45299,298,1371,3941,2,14,12,1,13,6,257,77789,1125,16,182,349,393,34166,2380,221,25,77,612,5793,550,194,45,4368,422,25,26806,1227,387,9874,13,5574,2091,14256,17,29,0,907,33865,24570,1,21,39,1913,159,0,1,29629,169
112-7316-937_1,Medulloblastoma,10646,1,0,63,2,546,7,235,4603,4572,7216,311,8,62,0,1237,4176,30259,17932,38501,209,322,516,0,4081,198,5,5,280,34,7,12029,13593,763,50,13054,9,23,1,83,152,60,9,1711,411,104,968,9195,82,337,703,22,6,34,20,3,14,123,31950,876,17,358,173,232,9496,1708,97,54,1436,470,1023,1481,393,0,5459,529,15,18655,567,1002,24658,1344,1392,466,30487,71,36,62,484,15489,23827,0,37,228,372,18,10,14,18820,56
112-7316-304_1,Medulloblastoma,11573,2,2,105,0,22,8,983,39691,26183,75262,18,7,175,1,1697,26602,49500,25927,645349,222,4508,2028,3,12617,277,0,2,663,48,7,1005,26726,825,106,105530,4,150,1,43,205,185,101407,2366,174,113,7750,76641,108,561,174072,9,74,54,36,1,3,150,154007,796,4,12723,793,483,46082,1415,129,47,535,1450,2223,1223,258,5,4584,635,1,26661,933,903,14496,21,335699,1074,23633,16,39,0,715,34757,92116,5,18,10,121187,41,0,5,27083,121
112-7316-313_1,Medulloblastoma,9497,7,0,89,17,443,18,226,8666,7620,15259,294,5,214,1,903,4646,26813,15687,141857,163,1086,2172,1,10966,184,1,0,2141,40,27,2259,11755,585,307,19252,12,41,1,76,137,301,744,521,552,93,1907,16932,182,873,20113,11,12,14,12,4,11,172,54385,1675,9,1535,353,124,14534,1781,62,41,451,1167,3229,966,424,21,6503,115,3,60728,1734,1134,18898,502,38993,837,30228,54,41,52,1556,50637,18996,4,174,195,9367,98,10,9,63895,258
112-7316-314_1,Medulloblastoma,7754,0,1,53,6,1039,10,120,3058,2423,4614,570,2,128,0,1346,2942,15995,8181,56716,38,364,672,1,5118,85,2,3,283,16,6,3704,6350,844,29,10810,4,31,1,112,157,77,7,1601,459,79,957,5889,65,455,15,24,8,37,17,0,3,119,23397,803,13,191,165,241,6396,2460,40,39,657,638,867,1750,298,0,1633,714,2,21203,816,1097,17179,2323,45,459,26862,47,20,33,686,18345,18668,1,32,483,2,11,7,24,23760,88
112-7316-3025_1,Medulloblastoma,8542,7,5,107,7,5,9,429,5119,19447,48246,2,4,122,7,4458,10962,55355,19895,37636,2187,530,4817,137,5448,279,8,2,217,47,7,864,18610,1005,71,48877,57,17,2,466,325,626,22,415,177,288,6840,47411,60,518,7210,10,2,21,35,9,66,194,143856,1620,18,23,949,218,46759,8417,83,80,10920,1342,8698,1505,287,54,1162,255,12,41727,720,981,17770,143,14019,1073,42803,36,1521,11,979,35885,29498,4,12,4,2650,138,17,107,43619,146
112-7316-2178_1,Medulloblastoma,6411,3,1,108,10,215,32,339,23551,20324,52206,199,8,178,2,2431,21190,39760,22358,66086,124,874,3373,0,5227,255,3,5,1190,38,7,1361,14658,1256,118,96874,10,54,2,68,156,337,222,2827,194,215,4504,52466,214,1153,6315,35,22,71,11,5,19,105,121801,4707,21,1074,821,266,35715,2627,125,32,438,919,5779,674,181,12,3760,631,4,53067,2398,828,13602,430,11711,2556,22966,29,18,58,1931,71747,25502,2,42,173,3117,131,23,19,68897,423
112-7316-38_1,Medulloblastoma,8269,1,0,97,6,467,14,145,8251,11992,30768,336,4,87,0,1385,9966,18864,10307,85974,281,728,3625,4,7820,115,2,1,1139,38,4,2022,8290,592,216,45531,6,34,2,85,81,385,14,5928,433,77,3273,30845,146,919,127,32,21,168,1,6,1,175,95255,2278,7,673,669,298,22394,3299,93,26,1397,894,2976,2028,340,6,4786,444,1,40647,1045,1169,23472,3541,293,1211,31634,44,17,111,1288,41466,15108,1,42,156,80,33,18,69,37740,154
112-7316-2155_1,Medulloblastoma,11875,4,0,68,10,1111,10,324,10545,5698,11884,555,15,120,35,1629,6102,44263,23316,82651,100,578,1433,6,6696,280,4,0,561,26,3,7395,18217,541,102,21674,8,37,3,97,161,173,7,1614,656,103,1615,12835,94,486,39,44,15,39,15,1,12,160,46789,1156,29,713,260,245,14411,2473,72,51,1967,624,2221,1748,557,4,4434,505,7,26808,756,1453,24970,8218,43,491,36152,54,28,99,794,23592,28669,2,116,304,17,36,18,29,29073,130
112-7316-6_1,Medulloblastoma,12375,10,0,70,16,574,26,725,3784,35663,86850,270,32,80,1,1266,38834,73120,40792,34722,364,391,6513,0,2916,492,3,3,1879,23,6,1367,25260,1289,241,131631,48,20,7,386,54,913,8,244,475,302,7311,81239,166,620,12,369,15,7,6,3,46,144,175401,2362,37,147,1016,917,48629,858,239,12,232,728,10535,1468,144,31,7061,308,14,53076,2142,1264,32639,34,11,1035,32591,49,187,63,1498,63102,31888,4,4,152,1,146,9,32,64554,244
112-7316-99_1,Medulloblastoma,53112,1,0,105,31,788,378,11,12329,38565,73071,1832,14,72,20,2054,20660,1071,397,15255,425,273,5585,3,7046,3,5,9,6682,41,32,621,420,535,276,77534,21,50,2,80,307,1030,2652,2381,213,399,7025,81472,168,1005,9980,87,28,54,38,5,26,204,177750,1531,48,867,1108,364,69516,1948,164,79,371,737,9697,765,108,7,3556,928,9,31958,638,412,11967,18,16490,3333,29635,20,44,3,866,35864,352071,10,7,439,5166,179,1,3,24284,111
112-7316-931_1,Medulloblastoma,10281,0,0,129,17,414,12,296,6820,17642,44603,271,24,209,8,2018,15866,37606,25249,26107,437,703,10043,0,10059,293,1,11,1115,20,33,701,17087,1134,399,59859,87,53,1,595,47,1001,19,182,179,533,3834,41678,116,686,56,17,21,15,17,13,49,253,96645,2506,210,108,611,1027,33050,712,168,14,96,935,13427,928,301,35,6497,174,7,84680,2244,1224,21605,5,44,809,38113,45,130,38,1927,76216,32368,1,16,107,20,243,20,49,123804,619
112-7316-906_1,Medulloblastoma,6978,9,2,137,198,75,309,518,4463,25322,74142,168,13,101,3,5136,23562,50679,19734,17333,2214,264,5984,47,3799,275,2,0,134,69,3,1164,17130,2630,262,103487,77,40,0,406,103,919,1199,456,58,189,8815,76915,161,1001,14404,25,14,28,7,6,87,240,169431,2083,9,42,1019,499,40745,3059,117,33,4688,1271,12487,4712,407,25,1356,532,0,35686,1587,1067,19125,12,25889,1430,33938,18,2886,25,1260,44689,29272,5,10,62,6333,291,18,46,35939,140
112-7316-407_1,Medulloblastoma,9167,0,0,95,9,1106,8,123,11133,6014,10696,533,1,98,1,1628,3531,15745,8836,75108,230,624,1268,4,6708,129,1,5,485,18,7,2236,5879,1109,48,12997,3,41,2,92,226,179,44,2561,372,104,1589,12430,107,577,214,36,21,91,17,4,6,199,44340,1000,54,1009,307,776,10827,3241,66,43,329,869,1333,2744,544,1,3700,845,5,26776,1018,1215,19746,2778,375,553,33606,38,246,131,802,24137,26164,2,23,464,151,33,29,81,20341,117
112-7316-278_1,Medulloblastoma,14050,1,1,93,4,397,12,472,3828,24037,64313,228,11,108,5,724,23136,46844,31650,14626,650,221,4079,1,13656,409,8,4,1746,15,12,642,21328,878,120,93307,24,68,3,289,124,424,8,291,806,510,6014,56952,131,613,15,8,47,14,16,6,15,134,134268,1576,82,27,750,620,40659,1378,106,28,16,1122,7523,964,301,26,6960,242,4,42881,1961,826,17327,53,17,465,35070,82,143,16,1165,49841,28142,4,19,120,3,77,6,20,91106,345
112-7316-883_1,Medulloblastoma,9761,2,2,60,23,157,77,347,9615,31915,93064,198,7,123,8,4003,22503,35730,23440,233412,115,1888,10253,2,4658,279,5,2,5709,73,10,344,19551,1094,253,98165,3,40,1,6,69,1180,6086,3692,206,157,7391,92935,315,1335,38254,22,32,85,7,3,3,197,167224,943,17,946,959,313,60346,1426,94,15,42,639,7726,1692,97,14,10641,725,5,33683,800,1112,21195,684,80822,2287,25386,22,39,29,853,39948,48490,1,37,105,12473,195,5,36,31408,136
112-7316-2169_1,Medulloblastoma,5682,1,0,55,15,148,37,69,7476,3011,5242,107,1,113,0,870,2705,8537,6415,64453,63,571,4066,2,8668,61,0,0,1084,12,6,2456,4185,777,560,10492,10,22,0,71,124,530,42,1947,373,72,747,6772,85,491,1616,9,15,91,13,0,4,68,20398,657,12,370,119,82,4811,1272,65,26,460,715,5501,618,304,10,4000,206,9,23672,1037,554,10079,679,3395,267,13931,59,22,11,604,21788,11228,7,35,44,889,142,2,3,29439,138
112-7316-306_1,Medulloblastoma,10771,9,0,215,34,1151,35,128,15226,6582,12302,993,7,189,21,1226,6416,15433,8604,91075,75,812,2511,0,15585,94,1,1,2147,67,9,3642,5216,2764,462,20714,14,57,2,203,240,336,23,2751,724,147,1512,15375,106,615,358,93,23,84,39,2,24,171,35902,1382,23,838,190,314,9241,3452,61,45,594,2146,3683,1008,228,2,7052,1240,8,52130,1990,1276,19654,544,600,1216,26362,86,163,38,1474,49599,20366,5,106,366,199,133,9,59,45241,156
112-7316-1772_1,Medulloblastoma,30804,21,10,234,34,2026,96,78,31083,21766,56782,1660,4,155,9,3735,31865,8010,5732,117292,337,453,14965,8,58154,56,17,30,8170,80,16,1225,3878,2942,555,88249,209,116,2,109,853,1789,683,4360,2851,115,5558,60406,168,852,7558,44,67,108,84,9,303,389,114472,956,855,15840,424,824,48344,18858,267,239,215,2714,9323,6782,599,12,81303,1173,117,19115,1142,1313,20345,367,14861,1845,67408,259,551,123,607,26361,40572,17,475,784,2370,238,39,82,19870,63
112-7316-2986_1,Medulloblastoma,9086,2,2,152,11,134,41,357,56898,10504,25166,70,5,184,12,4376,8633,38727,25970,127176,97,980,2323,6,9771,350,2,4,663,25,8,954,17562,1256,288,40393,6,61,2,115,279,299,517,542,447,232,2731,29100,180,1018,31025,50,31,22,34,2,5,172,72655,1504,51,1074,314,209,20225,2130,79,67,327,2004,3506,986,456,42,6295,615,8,55162,2364,1142,15239,1019,59528,1535,27618,34,84,10,1484,62078,39296,1,102,51,19278,105,8,70,56368,195
112-7316-467_1,Medulloblastoma,6809,6,1,111,10,802,12,100,40682,6783,17407,690,6,224,9,433,5261,11630,6608,164300,92,694,1694,11,10217,69,2,1,715,28,3,3101,4396,1555,214,20673,17,89,2,129,279,212,122,4604,403,80,1994,19734,70,537,3053,96,33,111,31,2,23,123,44754,1451,8,853,277,211,9038,1466,51,49,1687,1699,2985,1284,469,3,7881,902,9,52469,2234,1260,15429,1072,6241,976,27184,23,37,59,1397,59290,20660,2,185,300,1991,77,13,134,44474,158
